Feature,Subject,Correlation,P_Value,Abs_Correlation,N_Samples,P_Corrected,Significant
Story_Dale_Chall_Readability,Human,0.32434334173696355,4.774978062327385e-71,0.32434334173696355,2860,,True
Story_Difficult_Words.1,Human,-0.279270182214407,2.1480862516800576e-52,0.279270182214407,2860,,True
Story_Text_Standard,Human,0.2760493712405583,3.465591236531343e-51,0.2760493712405583,2860,,True
Story_Reading_Time,Human,-0.36428039164468196,1.8001077696007746e-90,0.36428039164468196,2860,,True
Story_Syllable_Count,Human,-0.35982516733153747,3.6709016878629894e-88,0.35982516733153747,2860,,True
Story_Lexicon_Count,Human,-0.3501452065927957,2.862713846327134e-83,0.3501452065927957,2860,,True
Story_Sentence_Count,Human,-0.42013928255694094,1.047700670577185e-122,0.42013928255694094,2860,,True
Story_Composite_Readability,Human,-0.056781714412338105,0.002383508585969427,0.056781714412338105,2860,,True
Story_Discourse_Connected_Components,Human,-0.13202979779611404,4.171264290423715e-07,0.13202979779611404,1459,,True
Story_Entity_Network_Insufficient,Human,,,,406,,False
Story_Embedding_Insufficient_Sentences,Human,,,,727,,False
Question_Dep_Max_Depth,Human,0.16872955652607757,1.0394207575490747e-19,0.16872955652607757,2860,,True
Question_Dep_Avg_Depth,Human,0.1419421468381457,2.4169401022427136e-14,0.1419421468381457,2860,,True
Question_Dep_Depth_Variance,Human,0.10957934272127542,4.220063247237256e-09,0.10957934272127542,2860,,True
Question_Dep_Total_Depth,Human,0.20856965818145584,1.7755223881839002e-29,0.20856965818145584,2860,,True
Question_Arc_Max_Length,Human,0.11304963868416204,1.3395629387977066e-09,0.11304963868416204,2860,,True
Question_Arc_Avg_Length,Human,0.027493398555962695,0.1415743009094151,0.027493398555962695,2860,,False
Question_Arc_Length_Variance,Human,0.08156624179065615,1.2570549739469424e-05,0.08156624179065615,2860,,True
Question_Dep_Label_Diversity,Human,-0.231802767916822,3.388446807361018e-36,0.231802767916822,2860,,True
Question_Complex_Dependencies,Human,0.18782998912524376,4.0310044355239686e-24,0.18782998912524376,2860,,True
Question_Total_Clauses,Human,0.18782998912524376,4.0310044355239686e-24,0.18782998912524376,2860,,True
Question_Subordinate_Clauses.1,Human,0.15256975741581147,2.329502981550007e-16,0.15256975741581147,2860,,True
Question_Coordinate_Clauses.1,Human,0.05200311201572463,0.005406846543741396,0.05200311201572463,2860,,True
Question_Clause_Ratio,Human,0.18813019224914224,3.4050430009064984e-24,0.18813019224914224,2860,,True
Question_Yngve_Depth.1,Human,0.054467058625325124,0.0035713673103995635,0.054467058625325124,2860,,True
Question_POS_Diversity.1,Human,-0.20613883537053318,8.092254487811301e-29,0.20613883537053318,2860,,True
Question_Entity_Count,Human,0.1279006612092756,6.639002024267734e-12,0.1279006612092756,2860,,True
Question_Entity_Type_Diversity.1,Human,0.056479602106890126,0.002514738078934754,0.056479602106890126,2860,,True
Question_Embedding_Insufficient_Sentences,Human,,,,2776,,False
Question_Attention_Entropy,Human,0.18155966250771416,1.2826200352997015e-22,0.18155966250771416,2860,,True
Question_Attention_Variance,Human,-0.13618021773575067,2.599077757435892e-13,0.13618021773575067,2860,,True
Question_Attention_Max,Human,-0.28883968574726937,4.439830978735607e-56,0.28883968574726937,2860,,True
Question_Cross_Sentence_Attention,Human,-0.13519439329719193,4.0116628429066587e-13,0.13519439329719193,2856,,True
Question_Entity_Network_Insufficient,Human,,,,2078,,False
Question_Flesch_Reading_Ease.2,Human,-0.0032571403657012665,0.8617767981983537,0.0032571403657012665,2860,,False
Question_Flesch_Kincaid_Grade.2,Human,0.06558336241266535,0.00044882180784134,0.06558336241266535,2860,,True
Question_Gunning_Fog.1,Human,-0.020841384931620684,0.2651893086787354,0.020841384931620684,2860,,False
Question_SMOG_Index.1,Human,-0.1164858340433515,4.1547811619777467e-10,0.1164858340433515,2860,,True
Question_Automated_Readability_Index.1,Human,0.10660953294116685,1.0959496494455438e-08,0.10660953294116685,2860,,True
Question_Coleman_Liau_Index,Human,0.027643155157304207,0.13941752974590577,0.027643155157304207,2860,,False
Question_Linsear_Write_Formula,Human,0.1325834597345474,1.0889132906479238e-12,0.1325834597345474,2860,,True
Question_Dale_Chall_Readability,Human,0.09091255876644458,1.1167081050020785e-06,0.09091255876644458,2860,,True
Question_Difficult_Words.1,Human,0.14133817993283265,3.114675151734885e-14,0.14133817993283265,2860,,True
Question_Text_Standard,Human,0.03631663568999722,0.05214100491488492,0.03631663568999722,2860,,False
Question_Reading_Time,Human,0.1999426026279898,3.5466993850899195e-27,0.1999426026279898,2860,,True
Question_Syllable_Count,Human,0.17786357724813445,9.30712325359736e-22,0.17786357724813445,2860,,True
Question_Lexicon_Count,Human,0.2018299851615748,1.1360990142711786e-27,0.2018299851615748,2860,,True
Question_Sentence_Count,Human,-0.013181544623882845,0.48102318840301833,0.013181544623882845,2860,,False
Question_Composite_Readability,Human,-0.02613708362636546,0.16228973491634285,0.02613708362636546,2860,,False
Question_Entity_Network_Nodes,Human,-0.27184974380095595,1.0253702254826773e-14,0.27184974380095595,782,,True
Question_Entity_Network_Edges,Human,-0.26840209709615925,2.2727598945027387e-14,0.26840209709615925,782,,True
Question_Entity_Network_Density,Human,-0.21587860143908277,1.065407783931088e-09,0.21587860143908277,782,,True
Question_Entity_Network_Clustering,Human,-0.17959579102185597,4.2951278836663275e-07,0.17959579102185597,782,,True
Question_Complexity_Score,Llama3.1_70B,-0.0024067112493511567,0.8976327373744183,0.0024067112493511567,2860,,False
Story_MS_Embedding_Max_Depth,Llama3.1_70B,-0.005198929500968744,0.7810785923709458,0.005198929500968744,2860,,False
Story_MS_Embedding_Avg_Depth,Llama3.1_70B,-0.0004827430978696576,0.9794126198294939,0.0004827430978696576,2860,,False
Story_MS_Clause_Count,Llama3.1_70B,-0.018121027613637194,0.33267006374859115,0.018121027613637194,2860,,False
Story_Perspective_Markers,Llama3.1_70B,-0.07305327523421684,9.216960314859868e-05,0.07305327523421684,2860,,True
Story_Subject_Changes,Llama3.1_70B,0.0008171688063022264,0.9651576901383613,0.0008171688063022264,2860,,False
Story_Perspective_Complexity,Llama3.1_70B,-0.01935909429174301,0.30069283295247773,0.01935909429174301,2860,,False
Story_Recursive_MS_Max_Depth,Llama3.1_70B,-0.003223934737809901,0.8631719848360583,0.003223934737809901,2860,,False
Story_Recursive_MS_Chains,Llama3.1_70B,-0.0034495112426185144,0.8537026464679031,0.0034495112426185144,2860,,False
Story_Pronoun_Count,Llama3.1_70B,0.08912753849900523,1.8072084907231003e-06,0.08912753849900523,2860,,True
Story_Entity_Count,Llama3.1_70B,0.09767876822087476,1.6588404988623588e-07,0.09767876822087476,2860,,True
Story_Coref_Complexity,Llama3.1_70B,0.051256922126417144,0.006110887924978079,0.051256922126417144,2860,,True
Story_MS_Contradictions,Llama3.1_70B,-0.02692573338459961,0.14998288225758427,0.02692573338459961,2860,,False
Story_False_Belief_Score,Llama3.1_70B,-0.02692573338459961,0.14998288225758427,0.02692573338459961,2860,,False
Story_MS_Total_Args,Llama3.1_70B,-0.03693361383108557,0.048270202091966155,0.03693361383108557,2860,,False
Story_MS_Complex_Args,Llama3.1_70B,-0.0661064472360705,0.00040373680577656225,0.0661064472360705,2860,,True
Story_MS_Arg_Complexity,Llama3.1_70B,-0.08321736520217837,8.343918943376888e-06,0.08321736520217837,2860,,True
Story_Temporal_Markers,Llama3.1_70B,0.03038106911204625,0.10428771435047186,0.03038106911204625,2860,,False
Story_Tense_Variety,Llama3.1_70B,-0.027535124699211086,0.14097080868101686,0.027535124699211086,2860,,False
Story_Temporal_MS_Complexity,Llama3.1_70B,0.06515943753683044,0.0004887601812962081,0.06515943753683044,2860,,True
Story_Char_Count,Llama3.1_70B,0.10405718309665149,2.4388084763537396e-08,0.10405718309665149,2860,,True
Story_Alpha_Char_Ratio,Llama3.1_70B,0.028906677574339637,0.12221414493812738,0.028906677574339637,2860,,False
Story_Digit_Ratio,Llama3.1_70B,-0.6243294338859603,6.776004842310307e-309,0.6243294338859603,2860,,True
Story_Punct_Ratio,Llama3.1_70B,-0.008051398206216226,0.6669052680717407,0.008051398206216226,2860,,False
Story_Word_Count_Enhanced,Llama3.1_70B,0.11661101350074685,3.978735923016955e-10,0.11661101350074685,2860,,True
Story_Unique_Word_Ratio,Llama3.1_70B,-0.31494077501079243,7.025947666993382e-67,0.31494077501079243,2860,,True
Story_Avg_Word_Length_Enhanced,Llama3.1_70B,-0.1044892500682171,2.1327685757384727e-08,0.1044892500682171,2860,,True
Story_Sentence_Count_Enhanced,Llama3.1_70B,-0.014469901509737627,0.4392042802064013,0.014469901509737627,2860,,False
Story_Avg_Sentence_Length,Llama3.1_70B,0.3240621479994992,6.394248605388596e-71,0.3240621479994992,2860,,True
Story_Flesch_Reading_Ease,Llama3.1_70B,-0.23566355171972786,2.1783208145872177e-37,0.23566355171972786,2860,,True
Story_Flesch_Kincaid_Grade,Llama3.1_70B,0.3308812311870616,4.921785372048323e-74,0.3308812311870616,2860,,True
Story_Automated_Readability_Index,Llama3.1_70B,0.342184734269355,2.253116433414928e-79,0.342184734269355,2860,,True
Story_Readability_Composite,Llama3.1_70B,0.015497997537810858,0.40738493365709405,0.015497997537810858,2860,,False
Story_Sentiment_Positive,Llama3.1_70B,-0.007334658538802219,0.6949963197162315,0.007334658538802219,2860,,False
Story_Sentiment_Negative,Llama3.1_70B,0.029898613528344775,0.10990831517478462,0.029898613528344775,2860,,False
Story_Sentiment_Neutral,Llama3.1_70B,-0.006640244662277084,0.7226179804196406,0.006640244662277084,2860,,False
Story_Sentiment_Compound,Llama3.1_70B,-0.019723442210367828,0.29168573122076896,0.019723442210367828,2860,,False
Story_TextBlob_Polarity,Llama3.1_70B,0.00600722340560202,0.7481175105232165,0.00600722340560202,2860,,False
Story_TextBlob_Subjectivity,Llama3.1_70B,-0.2508005823356645,2.8431303995000575e-42,0.2508005823356645,2860,,True
Story_Emotion_Joy_Count,Llama3.1_70B,0.030537670415904414,0.10251318115465674,0.030537670415904414,2860,,False
Story_Emotion_Anger_Count,Llama3.1_70B,0.014148522431934355,0.4494361037299282,0.014148522431934355,2860,,False
Story_MS_cognitive_verbs_basic_Count,Llama3.1_70B,-0.00925376198204152,0.6208289216157962,0.00925376198204152,2860,,False
Story_MS_cognitive_verbs_metacognitive_Count,Llama3.1_70B,0.00014823786794298122,0.9936775150860758,0.00014823786794298122,2860,,False
Story_MS_cognitive_verbs_Total,Llama3.1_70B,-0.0010525914528553212,0.9551291773376259,0.0010525914528553212,2860,,False
Story_MS_emotional_verbs_basic_Count,Llama3.1_70B,0.010861791623307157,0.5614827027181164,0.010861791623307157,2860,,False
Story_MS_emotional_verbs_complex_Count,Llama3.1_70B,0.0031558844807479426,0.866032551742432,0.0031558844807479426,2860,,False
Story_MS_emotional_verbs_Total,Llama3.1_70B,0.008957670976941636,0.6320473437638593,0.008957670976941636,2860,,False
Story_MS_volitional_verbs_intention_Count,Llama3.1_70B,-0.040110930551497795,0.031951516680690704,0.040110930551497795,2860,,True
Story_MS_volitional_verbs_decision_Count,Llama3.1_70B,-0.021396547169897962,0.25266677636945895,0.021396547169897962,2860,,False
Story_MS_volitional_verbs_Total,Llama3.1_70B,-0.04381442153654794,0.019116518717009975,0.04381442153654794,2860,,True
Story_MS_perceptual_verbs_visual_Count,Llama3.1_70B,0.2635730975887236,1.164534429715286e-46,0.2635730975887236,2860,,True
Story_MS_perceptual_verbs_auditory_Count,Llama3.1_70B,0.05126010365430102,0.006107718638952519,0.05126010365430102,2860,,True
Story_MS_perceptual_verbs_general_Count,Llama3.1_70B,0.01653374534209675,0.3767601766553144,0.01653374534209675,2860,,False
Story_MS_perceptual_verbs_Total,Llama3.1_70B,0.24854651806921096,1.5945767613906e-41,0.24854651806921096,2860,,True
Story_MS_Verb_Density,Llama3.1_70B,0.06986513322538423,0.00018456901920072883,0.06986513322538423,2860,,True
Story_ToM_perspective_taking_Count,Llama3.1_70B,-0.07289239015846223,9.552083175852083e-05,0.07289239015846223,2860,,True
Story_ToM_mental_state_attribution_Count,Llama3.1_70B,-0.07555687135466146,5.2385791487255904e-05,0.07555687135466146,2860,,True
Story_ToM_Complex_Reasoning,Llama3.1_70B,0.02426322890228776,0.19456370247596558,0.02426322890228776,2860,,False
Story_Discourse_causal_Count,Llama3.1_70B,0.08631033553837492,3.793302550988644e-06,0.08631033553837492,2860,,True
Story_Discourse_contrast_Count,Llama3.1_70B,-0.12918031966113705,4.07709566657178e-12,0.12918031966113705,2860,,True
Story_Discourse_temporal_Count,Llama3.1_70B,0.04430736094171866,0.01780542317329679,0.04430736094171866,2860,,True
Story_Discourse_conditional_Count,Llama3.1_70B,-0.08029407318178658,1.7148571578006824e-05,0.08029407318178658,2860,,True
Story_Lexical_Cohesion,Llama3.1_70B,-0.3542703282041693,2.471498826179622e-85,0.3542703282041693,2860,,True
Story_Max_Dependency_Depth_Enhanced,Llama3.1_70B,0.26805362892939394,2.939242905383223e-48,0.26805362892939394,2860,,True
Story_Avg_Dependency_Depth_Enhanced,Llama3.1_70B,0.3006672852493709,7.780517771725564e-61,0.3006672852493709,2860,,True
Story_Total_Clauses_Enhanced,Llama3.1_70B,0.18331007663717147,4.9431413734729815e-23,0.18331007663717147,2860,,True
Story_Avg_Clauses_Per_Sentence,Llama3.1_70B,0.3332317634504731,3.983180170969629e-75,0.3332317634504731,2860,,True
Story_POS_Diversity,Llama3.1_70B,-0.18035564460477127,2.4576227809036316e-22,0.18035564460477127,2860,,True
Story_Entity_Count_Enhanced,Llama3.1_70B,0.1009539783027446,6.289070545249971e-08,0.1009539783027446,2860,,True
Story_Entity_Type_Diversity,Llama3.1_70B,-0.0025125415065175294,0.8931577629298163,0.0025125415065175294,2860,,False
Story_Abstract_Word_Count,Llama3.1_70B,0.03320900712835528,0.07578290519232676,0.03320900712835528,2860,,False
Story_Concrete_Word_Count,Llama3.1_70B,-0.03955583510582334,0.03440367776327011,0.03955583510582334,2860,,False
Story_Abstract_Concrete_Ratio,Llama3.1_70B,0.030500611390429696,0.10293093291951058,0.030500611390429696,2860,,False
Story_Content_Word_Count,Llama3.1_70B,0.040543332826693854,0.030146576456935335,0.040543332826693854,2860,,True
Story_Function_Word_Count,Llama3.1_70B,0.19573138357452025,4.31655317704101e-26,0.19573138357452025,2860,,True
Story_Semantic_Density,Llama3.1_70B,-0.32047366636196806,2.5843879734639636e-69,0.32047366636196806,2860,,True
Story_Question_wh_questions_Count,Llama3.1_70B,0.07967668380543519,1.9905573837271883e-05,0.07967668380543519,2860,,True
Story_Question_yes_no_questions_Count,Llama3.1_70B,0.07099246933457673,0.00014484850306725899,0.07099246933457673,2860,,True
Story_Politeness_Markers,Llama3.1_70B,0.05864132578069749,0.0017044953746063272,0.05864132578069749,2860,,True
Story_Hedging_Count,Llama3.1_70B,0.09133726873224231,9.9453289640576e-07,0.09133726873224231,2860,,True
Story_Temporal_Progression,Llama3.1_70B,0.04369517117171542,0.019446089685550436,0.04369517117171542,2860,,True
Story_Character_Introduction,Llama3.1_70B,-0.06895031999617621,0.00022410236224753584,0.06895031999617621,2860,,True
Story_Dialogue_Markers,Llama3.1_70B,0.061059680857719484,0.0010868226132918926,0.061059680857719484,2860,,True
Question_Char_Count,Llama3.1_70B,-0.019997379387497398,0.2850342544706872,0.019997379387497398,2860,,False
Question_Alpha_Char_Ratio,Llama3.1_70B,-0.164512750476459,8.40459247731956e-19,0.164512750476459,2860,,True
Question_Punct_Ratio,Llama3.1_70B,0.10960455123331098,4.185558928374898e-09,0.10960455123331098,2860,,True
Question_Word_Count_Enhanced,Llama3.1_70B,0.016184083567648257,0.38693649626442106,0.016184083567648257,2860,,False
Question_Unique_Word_Ratio,Llama3.1_70B,-0.2258361878434247,2.1350925364826595e-34,0.2258361878434247,2860,,True
Question_Avg_Word_Length_Enhanced,Llama3.1_70B,-0.14184799215803073,2.5145963097400586e-14,0.14184799215803073,2860,,True
Question_Sentence_Count_Enhanced,Llama3.1_70B,0.009120752111183615,0.6258577644398294,0.009120752111183615,2860,,False
Question_Avg_Sentence_Length,Llama3.1_70B,0.01144877380901138,0.5405238577369236,0.01144877380901138,2860,,False
Question_Flesch_Reading_Ease,Llama3.1_70B,0.13071301095847135,2.2592551126159444e-12,0.13071301095847135,2860,,True
Question_Flesch_Kincaid_Grade,Llama3.1_70B,-0.11301128572467803,1.3569182837430532e-09,0.11301128572467803,2860,,True
Question_Automated_Readability_Index,Llama3.1_70B,-0.11106755893248313,2.5909401653820433e-09,0.11106755893248313,2860,,True
Question_Readability_Composite,Llama3.1_70B,0.13054640846997584,2.4097957754449776e-12,0.13054640846997584,2860,,True
Question_Sentiment_Positive,Llama3.1_70B,-0.03338923863700694,0.07420631386803067,0.03338923863700694,2860,,False
Question_Sentiment_Negative,Llama3.1_70B,0.08010270062763104,1.7961681523849108e-05,0.08010270062763104,2860,,True
Question_Sentiment_Neutral,Llama3.1_70B,-0.0026024955548755446,0.889356770654096,0.0026024955548755446,2860,,False
Question_Sentiment_Compound,Llama3.1_70B,-0.1067124021521405,1.0607640624249783e-08,0.1067124021521405,2860,,True
Question_TextBlob_Polarity,Llama3.1_70B,-0.3582635769462417,2.3204192219734863e-87,0.3582635769462417,2860,,True
Question_TextBlob_Subjectivity,Llama3.1_70B,-0.26550391122113937,2.406177300817513e-47,0.26550391122113937,2860,,True
